,Unnamed: 0,uid,file,zero_pred,one_pred,pred,label,temporal_frame_start_times,acc,cfnmtx
780,86,0_Myiozetetes-granadensis-259004.wav,Myiozetetes-granadensis-259004.wav,-1.1216751,1.308337,1,1,1.9969160997732427,1,TP
782,86,0_Myiozetetes-granadensis-259004.wav,Myiozetetes-granadensis-259004.wav,1.0707709,-1.0707568,0,0,1.9969160997732427,1,TN
789,87,1_Myiozetetes-granadensis-259004.wav,Myiozetetes-granadensis-259004.wav,-1.0241451,1.1958833,1,1,2.020136054421769,1,TP
791,87,1_Myiozetetes-granadensis-259004.wav,Myiozetetes-granadensis-259004.wav,1.1016896,-1.1368413,0,0,2.020136054421769,1,TN
798,88,2_Myiozetetes-granadensis-259004.wav,Myiozetetes-granadensis-259004.wav,-0.95097685,1.0603102,1,1,2.043356009070295,1,TP
800,88,2_Myiozetetes-granadensis-259004.wav,Myiozetetes-granadensis-259004.wav,0.9992471,-1.0775917,0,0,2.043356009070295,1,TN
807,89,3_Myiozetetes-granadensis-259004.wav,Myiozetetes-granadensis-259004.wav,-0.93877935,1.0385509,1,1,2.066575963718821,1,TP
809,89,3_Myiozetetes-granadensis-259004.wav,Myiozetetes-granadensis-259004.wav,1.1115576,-1.192867,0,0,2.066575963718821,1,TN
816,90,4_Myiozetetes-granadensis-259004.wav,Myiozetetes-granadensis-259004.wav,-1.0320079,1.1804881,1,1,2.089795918367347,1,TP
818,90,4_Myiozetetes-granadensis-259004.wav,Myiozetetes-granadensis-259004.wav,1.2104778,-1.2905799,0,0,2.089795918367347,1,TN
825,91,5_Myiozetetes-granadensis-259004.wav,Myiozetetes-granadensis-259004.wav,-1.1445425,1.350156,1,1,2.113015873015873,1,TP
827,91,5_Myiozetetes-granadensis-259004.wav,Myiozetetes-granadensis-259004.wav,1.2867117,-1.3667599,0,0,2.113015873015873,1,TN
834,92,6_Myiozetetes-granadensis-259004.wav,Myiozetetes-granadensis-259004.wav,-1.2355897,1.4791398,1,1,2.136235827664399,1,TP
